"region_name","x9_30_12","x9_30_13","x9_30_14","x9_30_15","x9_30_16","pct_change1412"
"11368",290209.0476,300318.318,336592.318,372200.8846,418946.7882,0.15982709975304
"11385",441438.3677,466629.1037,512598.4876,562022.889,630751.7883,0.161200577717703
"11208",311725.5775,323904.7287,353745.518,399260.7579,428623.103,0.134797859184333
"11236",351230.4315,361920.9441,370194.6626,396034.8067,425909.9198,0.053993701567969
"10467",259573.1652,265388.49,281676.188,299894.5291,339708.8638,0.0851514168768939
"11373",370594.5499,394714.1055,422688.8213,432840.8679,484646.0915,0.140569448239476
"11226",413173.8547,435001.9044,499912.7165,557081.8844,640339.9864,0.209933084616353
"11207",284322.8317,290610.5756,324317.0177,352347.3365,377595.2273,0.140664700618202
"10025",758210.9493,806579.1781,922243.2699,982960.5867,1042544.056,0.216341271187707
"11214",555406.1204,588651.1069,645209.2465,681344.9234,740726.6944,0.161689118649475
"11234",428906.3113,438281.598,461241.8228,489524.8076,527761.4415,0.075390617130329
"10314",354598.1085,365346.184,382843.1788,405330.058,444924.8506,0.0796537534266064
"11220",710675.8458,756431.8771,827091.4633,874311.5064,978542.0627,0.163809728708244
"11219",576603.9101,616250.2681,677597.3248,706505.6009,770701.9824,0.175152150255944
"11206",464378.425,518578.4068,599525.4257,671844.0229,708464.2793,0.291027733900428
"11221",404618.6109,451043.3993,555818.992,694444.4853,741512.3969,0.373686175145731
"10456",226325.3722,232423.1244,252569.0266,264772.9669,284549.2168,0.115955423578444
"11223",541517.8004,576778.2181,632623.7515,702972.2739,767839.3911,0.168241839940817
"11230",612410.1908,647014.8519,703053.8032,787616.0954,888101.9029,0.148011273753611
"10458",344376.3887,345027.4704,352209.6684,358953.2232,389252.1527,0.0227462740101613
"11377",376783.1337,401405.4812,437451.8714,471381.0962,530060.0727,0.16101765783472
"11235",420376.3577,443381.1157,454910.797,492037.6995,527343.7773,0.0821512405905696
"11229",475041.9391,493987.9902,524079.8115,565982.0038,625920.1365,0.103228511766573
"11233",347610.2168,382077.6274,441460.1806,544008.127,595523.4364,0.269986206573431
"10453",259413.1884,269946.2026,279785.649,296824.0852,318902.9862,0.0785328638287534
"11204",551255.685,578049.1891,639775.569,709781.3469,786809.3962,0.160578632399954
"10468",163437.3694,171926.9846,180991.0915,187635.5419,195095.1627,0.107403356799256
"11355",425171.2728,450637.2294,492898.2581,518390.994,568790.4038,0.159293418047693
"11203",330813.1336,342177.0187,365364.3021,396204.9222,437878.3985,0.104443158359539
"10457",378755.8155,373476.5929,391042.3101,423635.9039,460230.8725,0.0324390916183833
"10452",160428.7844,161732.357,177927.8897,194496.9927,215187.1824,0.109077092153046
"10469",303156.4941,323030.4674,337752.0762,363668.5065,392841.3525,0.11411789875294
"10029",551038.7599,591418.3491,652494.4045,723822.258,755596.482,0.184117074846807
"11218",492739.1341,540371.1681,593253.5867,675161.1474,755875.1763,0.203991210853573
"11212",308256.3202,320545.3628,345113.3766,371976.54,391000.5859,0.119566263478675
"10462",101889.4869,98641.63675,98985.36145,109279.6318,130840.5483,-0.0285026997225953
"10002",640412.7793,644668.7632,734780.8362,762807.0674,802779.6981,0.147355049665231
"10466",307329.3377,323865.9152,338706.3021,365671.1663,401404.7049,0.102095571593717
"11375",342642.9551,365779.7514,403564.6714,435231.532,481236.2485,0.177799413042711
"11691",336893.6028,344214.0453,337369.357,360938.4791,394314.3466,0.00141217938258822
"11215",855981.7464,986325.9694,1176999.202,1252553.248,1293782.856,0.375028389273606
"10463",314176.3206,311489.6978,311174.3357,333825.0941,336766.0882,-0.00955509598644138
"11209",570643.4691,596442.3922,642047.5566,703254.8895,800198.0182,0.125129071594592
"11213",444284.9402,487516.5301,566511.7169,680602.6561,752152.9296,0.275108979937466
"11201",966826.5769,1099848.426,1305130.694,1437145.121,1497547.537,0.349911892352739
"11210",450885.2639,473929.3623,511621.9256,568681.6953,630934.9286,0.134705359795193
"11372",269986.7894,289665.3663,302551.2625,312204.2023,359923.6577,0.120615061101208
"11432",486942.3055,516723.0347,565534.3084,616568.7923,666675.6196,0.16139900356224
"10027",726194.2363,792374.5803,911230.9868,1010458.317,1138312.204,0.254803386271382
"10472",393451.7499,399906.5181,410450.9526,433396.4792,448820.7929,0.0432053046004257
"11434",NA,NA,NA,NA,NA,NA
"11211",531488.9872,621434.4343,727692.9232,862962.2246,904025.5065,0.369158986780978
"10312",406608.6923,417961.7264,434943.3904,451321.3727,478843.5282,0.0696854214791216
"10024",1274387.809,1350898.813,1547226.962,1613635.063,1680881.689,0.214094289880327
"10032",248227.9366,256122.2094,305769.004,333553.1319,374774.4147,0.231807379089337
"11216",435583.233,510247.898,620200.5681,751697.8486,806901.1277,0.423839397647338
"10023",1085604.033,1175418.929,1324876.584,1409831.911,1457824.698,0.220404994571349
"10033",313993.2116,329377.9692,348783.7404,409839.9082,478148.4924,0.110800257823154
"11238",907544.1311,1056691.132,1280587.818,1416914.592,1491923.777,0.411047434627612
"11435",403165.061,420232.656,451530.539,487096.4363,536496.1587,0.119964457932033
"10460",314185.5812,322878.5522,335084.5883,353079.2675,372649.9732,0.0665180337690175
"10031",335451.1651,379267.028,423334.243,495816.8485,576105.0396,0.261984715044294
"11225",603404.3472,672681.6319,802883.7556,951704.269,1080555.887,0.330589942425261
"10128",865009.0783,904755.4789,1059885.029,1141596.686,1213156.341,0.225287751988672
"10473",312005.736,317305.049,325803.4538,343853.2596,373818.4489,0.0442226414709249
"10009",533969.9034,577684.0723,642211.1844,700094.6941,765562.3094,0.202710452987677
"11354",422322.8026,444314.5569,477938.8747,516893.0116,567806.7611,0.131690905055573
"10306",404286.2087,411240.5642,427472.6984,451021.1416,479422.4189,0.0573516711701771
"10003",1123938.374,1215047.426,1445625.793,1604118.564,1700344.702,0.286214463747814
"11420",335677.3275,353803.5344,379228.1507,422258.2667,468109.2431,0.129740139211517
"10451",NA,NA,NA,NA,NA,NA
"10016",714742.5034,754735.7251,850898.7994,913015.2965,977395.0973,0.190496990667702
"10461",361431.8495,367752.1868,379183.3747,398709.9669,426645.501,0.0491144464013263
"10459",235917.4146,244636.7076,259556.0564,270094.9725,292815.1365,0.100198799821876
"10011",1434313.22,1566732.647,1817995.452,1919370.633,2052661.375,0.267502402299548
"11205",464867.2742,526374.6552,626879.7096,692528.323,759553.7155,0.348513316362849
"11419",353465.4999,376617.9781,400333.3097,430566.1828,479581.2258,0.13259514666427
"11237",347797.4524,380740.5713,450140.8788,545542.3132,612066.7733,0.294261575792957
"11224",241883.3565,256453.1973,270542.0797,294163.4587,321534.8822,0.118481583911707
"11374",337525.1436,362264.5698,407651.9728,431161.0104,471262.6062,0.207767719026903
"11228",625510.696,649997.4897,712526.137,789623.2286,863153.8664,0.139111036080509
"10465",377236.0072,387648.0721,399035.9505,414012.2219,434017.4742,0.0577886068241685
"11413",335138.4217,354360.1409,366591.7832,401069.4617,440591.3529,0.0938518518421488
"10040",NA,NA,366277.252,411842.1738,475788.2598,NA
"10305",378361.5208,385259.9309,391735.2872,419275.9391,459883.9765,0.0353465288217544
"10019",1051762.007,1122890.073,1311495.476,1404806.898,1488797.118,0.246950799963627
"11365",582458.0393,611670.7574,668444.1237,720108.3082,781637.5706,0.147626229871148
"10028",944284.1847,963658.9143,1141694.36,1232999.648,1309855.468,0.209058012935711
"10304",355709.8132,364206.8336,378772.3536,405085.9719,447239.4623,0.0648352661191074
"11357",566566.1793,594416.6468,645554.4076,690097.368,734961.044,0.139415713796385
"10034",NA,331589.1977,348252.8001,360124.972,398795.8844,NA
"11421",339735.9397,358277.0888,390056.0889,431724.8617,477388.8263,0.148115472400225
"11217",854702.5838,969818.3774,1151244.886,1270295.71,1355369.837,0.34695379167052
"11249",669157.3301,780007.423,947011.1863,1050611.963,1050922.387,0.415229488943171
"11412",336788.6361,350964.9581,371672.1774,405596.4225,435324.6328,0.103576954685734
"11367",402363.928,425845.3438,466835.4197,508011.9054,558237.7728,0.160231788223322
"10455",243851.4548,248270.8577,258259.7166,270217.9994,289323.166,0.0590862244878434
"10021",1168657.217,1254247.748,1492258.911,1571308.799,1625636.138,0.276900436922558
"11222",521305.0646,606967.7892,716615.7036,837413.1199,902539.3624,0.374657090948968
"11433",267248.2028,291275.8156,309756.1058,345126.4333,389871.808,0.159057769349385
"11231",976187.3953,1105188.676,1321105.486,1434935.921,1487197.869,0.353331842185896
"10454",358892.6794,377974.8847,372203.7812,404858.5237,457280.1975,0.0370893656071604
"11378",425551.187,456691.1191,505664.6565,556302.61,608201.6329,0.18825812721796
"11379",494193.6345,521558.5439,567764.0847,610597.5591,673709.5642,0.148869683994281
"10301",405939.1928,408170.6657,422589.1058,447776.3924,488850.4989,0.0410157809231373
"11105",578044.4869,620423.5474,682883.6169,751868.8683,824360.9089,0.181368618464372
"11364",472411.3652,491578.9364,532029.4296,562521.7898,602883.4819,0.126199471036774
"11106",345042.5136,381149.6251,405727.6629,436219.202,505637.6005,0.17587731049963
"11358",578000.0903,607521.9909,667445.6439,724989.8686,778971.6516,0.154750068557212
"10026",587205.2998,644047.8084,743562.0536,872268.01,923303.6763,0.266272722424771
"11418",352932.5954,376857.5011,401915.3422,442935.0977,487367.2676,0.138787823619649
"10035",746807.2359,771535.5023,878218.7822,976973.8543,1035272.998,0.175964479162594
"10309",442265.8724,445911.114,464999.4729,480730.2674,507882.4697,0.0514025655577579
"11101",573457.5126,642483.0933,734776.1262,844363.8618,934905.9461,0.281308745731828
"11103",601585.0719,648000.4918,712584.7385,770609.9073,854131.7673,0.184512003014681
"10022",1022913.627,1053468.008,1163324.532,1226238.603,1272035.098,0.137265651071437
"11422",340075.8255,362100.7521,379076.6612,400708.2256,438779.7602,0.114682764182543
"10010",1029750.313,1126371.146,1345060.495,1483715.069,1545662.798,0.306200617780245
"11417",356961.942,376393.9954,401497.7921,436380.6092,478463.7102,0.124763580818932
"10030",389719.9432,400770.0358,445579.0954,516837.6759,562947.389,0.143331520941267
"10014",1661998.842,1873362.647,2152728.27,2234993.7,2327311.973,0.295264602837792
"11423",374494.0193,398894.1411,426547.8649,457645.1542,496757.4463,0.138997802147277
"11414",414988.1282,422937.591,423211.2735,442954.462,467538.5936,0.0198153748052208
"11369",355387.4372,381876.8803,422742.038,461804.6078,507661.1957,0.189524428130236
"11361",531376.6257,560442.2867,614192.5351,665805.5539,722567.5216,0.15585162273727
"11232",412773.9838,444324.5447,512720.5351,570564.6141,655608.0924,0.242133843756071
"10308",404202.7564,414580.8655,430130.492,445477.1149,476901.4281,0.0641453705831285
"10065",1234887.62,1337369.576,1564295.334,1686482.794,1705978.832,0.266751167203377
"10013",3026368.799,3320356.982,3816902.658,4260724.306,4475318.53,0.261215308346166
"11102",473313.9237,509574.2147,553384.7233,615728.5227,682679.4826,0.169170598181581
"10075",1072597.592,1108002.888,1293316.734,1354710.364,1403576.771,0.205780008874008
"10303",248838.4333,253328.3565,263480.3022,278953.9164,308914.4431,0.0588408659620024
"11429",320248.3829,335909.1129,356256.3095,388896.13,423154.7851,0.112437497026312
"11416",358743.8057,380855.0398,410707.3034,445693.3572,489705.4055,0.144848487623657
"10036",831725.6941,893315.6564,1012104.717,1080380.158,1105964.068,0.216873212141397
"10001",1689446.037,1879724.048,2201799.81,2493806.862,2573232.451,0.303267320635942
"11104",390055.3563,407726.137,444144.8937,479363.8684,533210.5944,0.138671438621134
"11356",476961.9928,499023.7642,543234.5364,590033.6257,644615.4767,0.138947221372814
"10039",249661.0787,264882.6852,290835.2275,328246.9684,380019.5679,0.164920175040484
"10310",363671.2999,368766.2166,385012.762,412867.587,447371.5572,0.0586833827851369
"11427",388774.7442,406235.1411,428818.165,455423.187,492149.5768,0.10299902809376
"10012",2129551.612,2389271.46,2684770.71,2991745.579,3253633.315,0.26072112780519
"10471",283779.9108,288283.4294,297831.0411,317551.8506,337485.143,0.0495141825240152
"11370",362007.8665,386311.5966,425582.6989,461953.3447,517187.5684,0.175617267698242
"11428",346046.8619,364902.3088,390418.8122,424670.6868,476343.166,0.128225264221071
"11426",418427.4466,438533.3439,470560.6355,495399.5481,529660.4722,0.124593138723611
"11694",555307.3481,564846.658,546450.17,580180.1502,631292.5296,-0.0159500466368849
"11436",258443.4577,263804.8276,289525.1353,323875.5829,367264.1539,0.12026490388501
"11692",279833.7916,281615.3539,283626.0271,289301.579,298889.4197,0.0135517425480219
"11411",339014.7841,359497.2716,376462.5261,408173.3087,441304.8966,0.110460498350874
"11360",484079.4182,494440.6462,529708.4929,546388.0946,585273.1059,0.0942594809539042
"10037",387264.4239,399171.6149,408310.5312,469385.002,502468.2503,0.0543455737246719
"11415",294811.8819,309961.0114,340981.9712,358179.6303,392101.9907,0.156608644815954
"11362",518815.7844,541691.4407,582398.4189,612167.8057,661337.9439,0.122553392575617
"10017",590282.2256,608724.4955,682069.3736,725919.9918,766863.8661,0.155497055508832
"10302",311760.3582,312757.7967,328263.3244,350086.6279,381565.8165,0.0529347807247931
"11239",NA,NA,NA,NA,NA,NA
"10470",381556.0482,430170.366,448797.8932,473140.3982,495334.5394,0.17623058346792
"11004",500649.794,522402.544,542930.1178,569583.3595,614737.0458,0.084450896228672
"11366",550511.5349,578680.463,636592.4988,696847.0254,768782.1526,0.15636541369771
"10307",468909.6962,479899.9121,497015.4214,509895.9635,534123.9103,0.0599384602787405
"10044",476924.1235,504991.8608,584672.3052,699691.1328,757053.4504,0.225923111016631
"10005",1147245.46,1199826.676,1340411.835,1394132.456,1452233.758,0.168374059200897
"10007",NA,2088406.865,2566404.255,2867703.171,3140020.599,NA
"10018",1313549.529,1389030.805,1650108.68,1811754.203,1823504.679,0.256221134848429
"10069",1542385.079,1693154.542,1957125.315,2123865.619,2134560.116,0.268895389126103
"10280",615952.8505,683968.5826,749984.5723,808477.0071,880074.6852,0.217600619416242
"11363",678297.7676,712077.7614,770938.436,791435.2937,851172.963,0.136578170864085
"10282",1217062.547,1271271.444,1529484.939,1756915.507,1755973.143,0.256702001692605
"10464",446972.7496,471268.0462,485376.8054,480835.0105,501120.3507,0.0859203515972018
"10006",1021006.846,1094957.517,1188131.686,1259645.757,1250890.599,0.163686306957436
"10004",1101220.362,1202176.981,1374840.917,1491380.084,1567496.249,0.248470301169386
